"Jahr","Grossregion","Schweizer/innen und Ausländer/innen","Berufliche Stellung","Geschlecht","Zentralwert","P10","P25","P75","P90"
"2024","Région lémanique","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Geschlecht - Total",6174,4479,5135,7664,9522
"2024","Région lémanique","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Frauen",6234,4343,5002,7957,9737
"2024","Région lémanique","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Männer",6141,4550,5185,7505,9357
"2024","Région lémanique","> Andere","Berufliche Stellung - Total","Geschlecht - Total",5490,4077,4537,7473,10626
"2024","Région lémanique","> Andere","Berufliche Stellung - Total","Frauen",5560,4031,4466,7788,10490
"2024","Région lémanique","> Andere","Berufliche Stellung - Total","Männer",5440,4107,4567,7361,10830
"2024","Région lémanique","> Andere","Oberes und mittleres Kader","Geschlecht - Total",13529,7000,10747,16624,23556
"2024","Région lémanique","> Andere","Oberes und mittleres Kader","Frauen",14104,8200,11286,18006,23556
"2024","Région lémanique","> Andere","Oberes und mittleres Kader","Männer",13433,7000,10747,15198,23663
"2024","Région lémanique","> Andere","Unteres Kader","Geschlecht - Total",9355,6059,7216,11170,13481
"2024","Région lémanique","> Andere","Unteres Kader","Frauen",9359,5000,7176,11129,12655
"2024","Région lémanique","> Andere","Unteres Kader","Männer",9355,6312,7395,11384,14181
"2024","Région lémanique","> Andere","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7059,3934,4270,9407,11334
"2024","Région lémanique","> Andere","Verantwortlich für die Ausführung der Arbeiten","Frauen",7519,3933,4790,10144,11645
"2024","Région lémanique","> Andere","Verantwortlich für die Ausführung der Arbeiten","Männer",6343,3934,4219,8584,11271
"2024","Région lémanique","> Andere","Ohne Kaderfunktion","Geschlecht - Total",5166,4000,4461,6458,8445
"2024","Région lémanique","> Andere","Ohne Kaderfunktion","Frauen",5139,3978,4433,6777,8583
"2024","Région lémanique","> Andere","Ohne Kaderfunktion","Männer",5173,4008,4518,6308,8342
"2024","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Geschlecht - Total",6964,4737,5581,8980,11734
"2024","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Frauen",6548,4501,5222,8306,10537
"2024","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Männer",7257,4968,5877,9475,12397
"2024","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Geschlecht - Total",10513,6030,7831,13730,17419
"2024","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Frauen",9459,5333,7093,12499,15747
"2024","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Männer",10997,6420,8191,14096,18020
"2024","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Geschlecht - Total",9106,6160,7441,11190,13275
"2024","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Frauen",8550,5626,7050,10535,12623
"2024","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Männer",9456,6474,7690,11512,13535
"2024","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7654,5340,6350,9453,11446
"2024","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Frauen",7221,4978,5868,8902,10488
"2024","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Männer",7961,5709,6641,9909,11891
"2024","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Geschlecht - Total",6397,4581,5277,7812,9595
"2024","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Frauen",6134,4385,5027,7569,9281
"2024","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Männer",6571,4775,5498,8006,9790
"2024","Espace Mittelland","Schweizer/innen","Berufliche Stellung - Total","Geschlecht - Total",7348,5006,5955,9409,12049
"2024","Espace Mittelland","Schweizer/innen","Berufliche Stellung - Total","Frauen",6857,4761,5540,8571,10725
"2024","Espace Mittelland","Schweizer/innen","Berufliche Stellung - Total","Männer",7744,5310,6283,10026,12912
"2024","Espace Mittelland","Schweizer/innen","Oberes und mittleres Kader","Geschlecht - Total",10508,6110,7882,13650,16961
"2024","Espace Mittelland","Schweizer/innen","Oberes und mittleres Kader","Frauen",9406,5352,7103,12302,15282
"2024","Espace Mittelland","Schweizer/innen","Oberes und mittleres Kader","Männer",11004,6535,8254,14029,17592
"2024","Espace Mittelland","Schweizer/innen","Unteres Kader","Geschlecht - Total",9137,6261,7524,11141,12938
"2024","Espace Mittelland","Schweizer/innen","Unteres Kader","Frauen",8507,5638,7056,10420,12186
"2024","Espace Mittelland","Schweizer/innen","Unteres Kader","Männer",9562,6593,7825,11513,13315
"2024","Espace Mittelland","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7798,5440,6480,9553,11469
"2024","Espace Mittelland","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Frauen",7297,5053,5950,8907,10379
"2024","Espace Mittelland","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Männer",8153,5927,6868,10106,11981
"2024","Espace Mittelland","Schweizer/innen","Ohne Kaderfunktion","Geschlecht - Total",6745,4855,5612,8187,9952
"2024","Espace Mittelland","Schweizer/innen","Ohne Kaderfunktion","Frauen",6486,4678,5341,7847,9588
"2024","Espace Mittelland","Schweizer/innen","Ohne Kaderfunktion","Männer",6983,5072,5863,8472,10209
"2024","Espace Mittelland","Ausländer/innen","Berufliche Stellung - Total","Geschlecht - Total",5967,4285,4940,7536,10199
"2024","Espace Mittelland","Ausländer/innen","Berufliche Stellung - Total","Frauen",5438,4011,4586,7154,9618
"2024","Espace Mittelland","Ausländer/innen","Berufliche Stellung - Total","Männer",6212,4509,5179,7724,10492
"2024","Espace Mittelland","Ausländer/innen","Oberes und mittleres Kader","Geschlecht - Total",10583,5541,7416,14461,21119
"2024","Espace Mittelland","Ausländer/innen","Oberes und mittleres Kader","Frauen",10120,5316,7040,14208,19733
"2024","Espace Mittelland","Ausländer/innen","Oberes und mittleres Kader","Männer",10854,5647,7608,14645,21316
"2024","Espace Mittelland","Ausländer/innen","Unteres Kader","Geschlecht - Total",8943,5734,7138,11508,15579
"2024","Espace Mittelland","Ausländer/innen","Unteres Kader","Frauen",8847,5469,6991,11486,16122
"2024","Espace Mittelland","Ausländer/innen","Unteres Kader","Männer",8996,5846,7273,11508,15238
"2024","Espace Mittelland","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7168,5058,5925,9033,11354
"2024","Espace Mittelland","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Frauen",6911,4800,5570,8857,10944
"2024","Espace Mittelland","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Männer",7294,5300,6139,9126,11502
"2024","Espace Mittelland","Ausländer/innen","Ohne Kaderfunktion","Geschlecht - Total",5636,4183,4782,6834,8381
"2024","Espace Mittelland","Ausländer/innen","Ohne Kaderfunktion","Frauen",5197,3953,4484,6454,8156
"2024","Espace Mittelland","Ausländer/innen","Ohne Kaderfunktion","Männer",5903,4400,5023,6994,8505
"2024","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Geschlecht - Total",4964,3798,4205,6178,7116
"2024","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Frauen",4357,3691,3903,5254,7077
"2024","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Männer",5336,3972,4361,6300,7137
"2024","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Geschlecht - Total",,,,,
"2024","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Frauen",,,,,
"2024","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Männer",,,,,
"2024","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Geschlecht - Total",,,,,
"2024","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Frauen",,,,,
"2024","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Männer",,,,,
"2024","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",,,,,
"2024","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Frauen",,,,,
"2024","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Männer",,,,,
"2024","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Geschlecht - Total",4880,3796,4191,6162,6999
"2024","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Frauen",4329,3689,3900,5162,6699
"2024","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Männer",5190,3950,4345,6286,7047
"2024","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Geschlecht - Total",5358,4000,4558,7039,9428
"2024","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Frauen",5022,3870,4287,6901,9199
"2024","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Männer",5508,4180,4743,7098,9529
"2024","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Geschlecht - Total",11050,5477,7486,16295,29643
"2024","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Frauen",10290,5518,7221,14253,26277
"2024","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Männer",11350,5459,7719,17225,30987
"2024","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Unteres Kader","Geschlecht - Total",9153,5333,6923,12500,17693
"2024","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Unteres Kader","Frauen",9330,5267,7348,13734,18833
"2024","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Unteres Kader","Männer",9045,5333,6714,11952,17135
"2024","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7039,4685,5673,9054,11299
"2024","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Frauen",6969,4538,5363,8928,11181
"2024","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Männer",7039,4899,5777,9187,11367
"2024","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Geschlecht - Total",5151,3960,4454,6424,8030
"2024","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Frauen",4819,3832,4184,6129,7946
"2024","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Männer",5314,4121,4654,6531,8065
"2024","Espace Mittelland","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Geschlecht - Total",6276,4539,5201,7921,10921
"2024","Espace Mittelland","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Frauen",5649,4229,4767,7418,10075
"2024","Espace Mittelland","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Männer",6547,4883,5577,8225,11398
"2024","Espace Mittelland","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Geschlecht - Total",10347,5376,7200,14286,20308
"2024","Espace Mittelland","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Frauen",9824,5067,6869,14208,19325
"2024","Espace Mittelland","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Männer",10550,5673,7427,14325,20377
"2024","Espace Mittelland","> Niedergelassene (Kat. C)","Unteres Kader","Geschlecht - Total",9131,5929,7375,11729,15680
"2024","Espace Mittelland","> Niedergelassene (Kat. C)","Unteres Kader","Frauen",8851,5378,6934,11378,15670
"2024","Espace Mittelland","> Niedergelassene (Kat. C)","Unteres Kader","Männer",9286,6169,7496,11974,15680
"2024","Espace Mittelland","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7335,5298,6100,9302,11526
"2024","Espace Mittelland","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Frauen",7039,4939,5650,9060,11124
"2024","Espace Mittelland","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Männer",7522,5505,6378,9454,11704
"2024","Espace Mittelland","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Geschlecht - Total",5914,4439,5023,7032,8713
"2024","Espace Mittelland","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Frauen",5348,4114,4647,6607,8420
"2024","Espace Mittelland","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Männer",6208,4781,5391,7227,8872
"2024","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Geschlecht - Total",6194,4635,5266,7601,9715
"2024","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Frauen",5732,4380,4928,7108,9060
"2024","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Männer",6388,4811,5437,7783,10019
"2024","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Geschlecht - Total",10881,5909,8350,14590,20128
"2024","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Frauen",10840,6706,8531,14938,18035
"2024","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Männer",10991,5698,8275,14590,21316
"2024","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Unteres Kader","Geschlecht - Total",8427,6178,7111,10203,12653
"2024","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Unteres Kader","Frauen",8280,6360,6837,9791,12536
"2024","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Unteres Kader","Männer",8456,6072,7220,10396,12698
"2024","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6928,5188,5860,8345,10686
"2024","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Frauen",6297,4894,5506,7692,9635
"2024","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Männer",7167,5314,6057,8534,11023
"2024","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Geschlecht - Total",5933,4534,5137,7036,8395
"2024","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Frauen",5523,4333,4820,6604,7937
"2024","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Männer",6074,4681,5303,7172,8575
"2024","Espace Mittelland","> Andere","Berufliche Stellung - Total","Geschlecht - Total",4813,3773,4139,6075,7808
"2024","Espace Mittelland","> Andere","Berufliche Stellung - Total","Frauen",4697,3782,4024,5848,7778
"2024","Espace Mittelland","> Andere","Berufliche Stellung - Total","Männer",4914,3769,4196,6200,7838
"2024","Espace Mittelland","> Andere","Oberes und mittleres Kader","Geschlecht - Total",8777,7264,7467,13079,20511
"2024","Espace Mittelland","> Andere","Oberes und mittleres Kader","Frauen",,,,,
"2024","Espace Mittelland","> Andere","Oberes und mittleres Kader","Männer",,,,,
"2024","Espace Mittelland","> Andere","Unteres Kader","Geschlecht - Total",8532,5606,7138,10252,12242
"2024","Espace Mittelland","> Andere","Unteres Kader","Frauen",,,,,
"2024","Espace Mittelland","> Andere","Unteres Kader","Männer",8815,5606,5606,10373,12527
"2024","Espace Mittelland","> Andere","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6245,3733,4558,8387,9988
"2024","Espace Mittelland","> Andere","Verantwortlich für die Ausführung der Arbeiten","Frauen",6641,4641,5365,8474,9513
"2024","Espace Mittelland","> Andere","Verantwortlich für die Ausführung der Arbeiten","Männer",,,,,
"2024","Espace Mittelland","> Andere","Ohne Kaderfunktion","Geschlecht - Total",4701,3769,4114,5675,6905
"2024","Espace Mittelland","> Andere","Ohne Kaderfunktion","Frauen",4555,3737,3989,5573,6862
"2024","Espace Mittelland","> Andere","Ohne Kaderfunktion","Männer",4793,3769,4150,5836,7067
"2024","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Geschlecht - Total",7156,4689,5635,9574,12918
"2024","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Frauen",6848,4485,5297,8851,11682
"2024","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Männer",7391,4899,5851,10080,13667
"2024","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Geschlecht - Total",11219,6166,8155,16022,23517
"2024","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Frauen",9949,5469,7236,14326,22761
"2024","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Männer",11751,6571,8513,16504,23853
"2024","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Geschlecht - Total",9578,6266,7616,12390,16406
"2024","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Frauen",8823,5570,7046,11667,15694
"2024","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Männer",9998,6673,7895,12671,16694
"2024","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",8276,5546,6626,10581,12940
"2024","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Frauen",7749,4994,6189,9761,12429
"2024","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Männer",8665,5842,6932,10946,13207
